Time stamp,L1,V,F2,F1,Pump flow 1.1,Pump flow 1.2,Pump flow 1.3,Pump flow 1.4,Pump flow 2.1,Pump flow 2.2,Pump flow 2.3,Pump flow 2.4,Pump efficiency 1.1,Pump efficiency 1.2,Pump efficiency 1.3,Pump efficiency 1.4,Pump efficiency 2.1,Pump efficiency 2.2,Pump efficiency 2.3,Pump efficiency 2.4,Pump frequency 1.1,Pump frequency 1.2,Pump frequency 1.3,Pump frequency 1.4,Pump frequency 2.1,Pump frequency 2.2,Pump frequency 2.3,Pump frequency 2.4,Price_High,Price_Normal
2024-11-15 03:00:00,2.4101433753967285,10441.8564453125,5202.25732421875,989.7000732421875,0.0,0.0,0,0.0,0.0,3158.475341796875,2048.23583984375,0.0,0.0,0.0,0,0.0,0.0,322.4591979980469,294.4444580078125,0.0,0.0,0.0,0,0.0,0.0,47.36558151245117,47.32831954956055,0.0,3.625,0.295
2024-11-15 03:15:00,2.3730931282043457,10082.732421875,5212.921875,944.1064453125,0.0,0.0,0,0.0,0.0,3154.692138671875,2059.738037109375,0.0,0.0,0.0,0,0.0,0.0,322.83636474609375,296.2711181640625,0.0,0.0,0.0,0,0.0,0.0,47.36433410644531,47.33027648925781,0.0,3.625,0.295
2024-11-15 03:30:00,2.3314967155456543,9675.8447265625,5213.58642578125,896.5089111328125,0.0,0.0,0,0.0,0.0,3148.856201171875,2065.587890625,0.0,0.0,0.0,0,0.0,0.0,322.6431884765625,297.6605529785156,0.0,0.0,0.0,0,0.0,0.0,47.36308288574219,47.33340072631836,0.0,3.625,0.295
2024-11-15 03:45:00,2.283646821975708,9227.59765625,5220.86279296875,856.9686279296875,0.0,0.0,0,0.0,0.0,3141.84521484375,2078.883544921875,0.0,0.0,0.0,0,0.0,0.0,323.2426452636719,301.8664855957031,0.0,0.0,0.0,0,0.0,0.0,47.36183166503906,47.33652877807617,0.0,3.625,0.295
2024-11-15 04:00:00,2.231344223022461,8732.3486328125,5211.02392578125,807.5069580078125,0.0,0.0,0,0.0,0.0,3131.757080078125,2078.227783203125,0.0,0.0,0.0,0,0.0,0.0,323.3114013671875,301.646484375,0.0,0.0,0.0,0,0.0,0.0,47.36058044433594,47.33917999267578,0.0,3.563,0.344
2024-11-15 04:15:00,2.1711485385894775,8191.81005859375,5197.95703125,758.95068359375,0.0,0.0,0,0.0,0.0,3121.712158203125,2076.8818359375,0.0,0.0,0.0,0,0.0,0.0,323.39825439453125,303.16204833984375,0.0,0.0,0.0,0,0.0,0.0,47.35933303833008,47.337223052978516,0.0,3.563,0.344
2024-11-15 04:30:00,2.105346202850342,7616.61181640625,5133.57470703125,708.1954345703125,0.0,0.0,0,0.0,0.0,3105.94775390625,2028.6573486328125,0.0,0.0,0.0,0,0.0,0.0,323.2522888183594,299.9372253417969,0.0,0.0,0.0,0,0.0,0.0,47.35808563232422,47.33409881591797,0.0,3.563,0.344
2024-11-15 04:45:00,2.0314929485321045,7000.63525390625,5053.10693359375,647.3001708984375,0.0,0.0,0,0.0,0.0,3095.634033203125,1959.6727294921875,0.0,0.0,0.0,0,0.0,0.0,323.8777770996094,296.1105651855469,0.0,0.0,0.0,0,0.0,0.0,47.35916519165039,47.330970764160156,0.0,3.563,0.344
2024-11-15 05:00:00,1.9515455961227417,6371.109375,4997.63330078125,619.8824462890625,0.0,0.0,0,0.0,0.0,3080.778076171875,1916.624755859375,0.0,0.0,0.0,0,0.0,0.0,323.75067138671875,293.0306091308594,0.0,0.0,0.0,0,0.0,0.0,47.36228942871094,47.32831954956055,0.0,3.665,0.365
2024-11-15 05:15:00,1.8625195026397705,5710.74609375,4918.6865234375,569.308349609375,0.0,0.0,0,0.0,0.0,3059.062744140625,1859.3936767578125,0.0,0.0,0.0,0,0.0,0.0,324.26788330078125,289.8338317871094,0.0,0.0,0.0,0,0.0,0.0,47.365413665771484,47.33027648925781,0.0,3.665,0.365
2024-11-15 05:30:00,1.7666064500808716,5050.62109375,4791.79931640625,537.8248291015625,0.0,0.0,0,0.0,0.0,3019.5283203125,1776.310302734375,0.0,0.0,0.0,0,0.0,0.0,326.9464416503906,280.5944519042969,0.0,0.0,0.0,0,0.0,0.0,47.3685417175293,47.33340072631836,0.0,3.665,0.365
2024-11-15 05:45:00,1.6705727577209473,4400.7822265625,4635.83251953125,509.1192626953125,0.0,0.0,0,0.0,0.0,2966.090087890625,1669.8350830078125,0.0,0.0,0.0,0,0.0,0.0,328.1766662597656,272.0522155761719,0.0,0.0,0.0,0,0.0,0.0,47.371334075927734,47.33652877807617,0.0,3.665,0.365
2024-11-15 06:00:00,1.5564064979553223,3705.183837890625,4911.18359375,532.197509765625,0.0,0.0,0,0.0,0.0,2945.048583984375,1964.62890625,0.0,0.0,0.0,0,0.0,0.0,328.21722412109375,304.6722106933594,0.0,0.0,0.0,0,0.0,0.0,47.37383270263672,47.33926010131836,0.0,17.992,0.851
2024-11-15 06:15:00,1.4276106357574463,3009.5517578125,4690.76318359375,477.0587158203125,0.0,0.0,0,0.0,0.0,2824.791259765625,1866.625,0.0,0.0,0.0,0,0.0,0.0,331.5400085449219,300.6449890136719,0.0,0.0,0.0,0,0.0,0.0,47.37633514404297,47.33818054199219,0.0,17.992,0.851
2024-11-15 06:30:00,1.2918689250946045,2349.495849609375,4227.59423828125,396.8426513671875,0.0,0.0,0,0.0,0.0,2637.57080078125,1590.8494873046875,0.0,0.0,0.0,0,0.0,0.0,333.2900085449219,283.0329284667969,0.0,0.0,0.0,0,0.0,0.0,47.37882614135742,47.33613586425781,0.0,17.992,0.851
2024-11-15 06:45:00,1.152574896812439,1774.4871826171875,3798.004638671875,374.49249267578125,0.0,0.0,0,0.0,0.0,2582.24755859375,1216.16796875,0.0,0.0,0.0,0,0.0,0.0,333.41583251953125,268.8042907714844,0.0,0.0,0.0,0,0.0,0.0,47.37473678588867,47.31328201293945,0.0,17.992,0.851
2024-11-15 07:00:00,1.0325844287872314,1371.0775146484375,2945.882080078125,333.06085205078125,0.0,0.0,0,0.0,0.0,2709.854248046875,239.7367706298828,0.0,0.0,0.0,0,0.0,0.0,369.99859619140625,61.274444580078125,0.0,0.0,0.0,0,0.0,0.0,48.669151306152344,11.297611236572266,0.0,30.38,3.766
2024-11-15 07:15:00,0.9205604791641235,1030.548828125,2962.071533203125,399.98919677734375,0.0,0.0,0,0.0,0.0,2962.02734375,0.0,0.0,0.0,0.0,0,0.0,0.0,384.16943359375,0.0,0.0,0.0,0.0,0,0.0,0.0,49.17517852783203,0.0,0.0,30.38,3.766
2024-11-15 07:30:00,0.7292327880859375,697.3206787109375,2771.9189453125,359.7515869140625,0.0,0.0,0,0.0,0.0,2771.680908203125,0.0,0.0,0.0,0.0,0,0.0,0.0,385.5616760253906,0.0,0.0,0.0,0.0,0,0.0,0.0,49.40538024902344,0.0,0.0,30.38,3.766
2024-11-15 07:45:00,0.5100995898246765,428.7000427246094,2578.049072265625,375.8916320800781,0.0,0.0,0,0.0,0.0,2578.582275390625,0.0,0.0,0.0,0.0,0,0.0,0.0,386.3883361816406,0.0,0.0,0.0,0.0,0,0.0,0.0,49.5213508605957,0.0,0.0,30.38,3.766
2024-11-15 08:00:00,0.15834851562976837,395.9124450683594,2446.438232421875,578.8219604492188,0.0,0.0,0,0.0,0.0,2448.70751953125,0.0,0.0,0.0,0.0,0,0.0,0.0,379.02911376953125,0.0,0.0,0.0,0.0,0,0.0,0.0,49.59732437133789,0.0,0.0,40.589,5.434
2024-11-15 08:15:00,-0.015613595955073833,392.8236083984375,2316.409912109375,576.0136413574219,0.0,0.0,0,0.0,0.0,2318.740234375,0.0,0.0,0.0,0.0,0,0.0,0.0,367.6975402832031,0.0,0.0,0.0,0.0,0,0.0,0.0,49.58342742919922,0.0,0.0,40.589,5.434
2024-11-15 08:30:00,0.0757821649312973,389.73480224609375,1909.567138671875,474.302978515625,0.0,0.0,0,0.0,0.0,1910.7115478515625,0.0,0.0,0.0,0.0,0,0.0,0.0,325.50482177734375,0.0,0.0,0.0,0.0,0,0.0,0.0,48.784393310546875,0.0,0.0,40.589,5.434
2024-11-15 08:45:00,0.5050960779190063,426.2882995605469,1894.8553466796875,510.267333984375,0.0,0.0,0,0.0,0.0,1890.1824951171875,0.0,0.0,0.0,0.0,0,0.0,0.0,315.8251953125,0.0,0.0,0.0,0.0,0,0.0,0.0,48.33356475830078,0.0,0.0,40.589,5.434
2024-11-15 09:00:00,0.6878635287284851,646.9248046875,1905.3890380859375,696.9837646484375,0.0,0.0,0,0.0,0.0,1905.4315185546875,0.0,0.0,0.0,0.0,0,0.0,0.0,317.5461120605469,0.0,0.0,0.0,0.0,0,0.0,0.0,48.33620834350586,0.0,0.0,68.196,4.147
2024-11-15 09:15:00,0.8425173163414001,890.7432250976562,1983.055908203125,739.5823974609375,0.0,0.0,0,0.0,0.0,1984.8326416015625,0.0,0.0,0.0,0.0,0,0.0,0.0,323.4888916015625,0.0,0.0,0.0,0.0,0,0.0,0.0,48.337459564208984,0.0,0.0,68.196,4.147
2024-11-15 09:30:00,0.9575483202934265,1137.42626953125,2019.067626953125,751.449951171875,0.0,0.0,0,0.0,0.0,2020.7691650390625,0.0,0.0,0.0,0.0,0,0.0,0.0,325.3023681640625,0.0,0.0,0.0,0.0,0,0.0,0.0,48.338706970214844,0.0,0.0,68.196,4.147
2024-11-15 09:45:00,1.0602658987045288,1434.731689453125,2019.861572265625,802.2708129882812,0.0,0.0,0,0.0,0.0,1989.2113037109375,0.0,0.0,0.0,0.0,0,0.0,0.0,321.1998596191406,0.0,0.0,0.0,0.0,0,0.0,0.0,48.34077453613281,0.0,0.0,68.196,4.147
2024-11-15 10:00:00,1.1604547500610352,1805.9915771484375,2099.453125,896.1231689453125,0.0,0.0,0,0.0,0.0,1995.3974609375,0.0,0.0,0.0,0.0,0,0.0,0.0,322.07666015625,0.0,0.0,0.0,0.0,0,0.0,0.0,48.34845733642578,0.0,0.0,74.274,1.127
2024-11-15 10:15:00,1.2588664293289185,2204.9130859375,2136.308837890625,932.9987182617188,0.0,0.0,0,0.0,0.0,2036.5120849609375,0.0,0.0,0.0,0.0,0,0.0,0.0,326.7377624511719,0.0,0.0,0.0,0.0,0,0.0,0.0,48.357208251953125,0.0,0.0,74.274,1.127
2024-11-15 10:30:00,1.351621150970459,2605.586669921875,2111.558837890625,928.5632934570312,0.0,0.0,0,0.0,0.0,2051.646728515625,0.0,0.0,0.0,0.0,0,0.0,0.0,327.8027648925781,0.0,0.0,0.0,0.0,0,0.0,0.0,48.36595916748047,0.0,0.0,74.274,1.127
2024-11-15 10:45:00,1.4396684169769287,2990.220947265625,2083.90771484375,905.6112060546875,0.0,0.0,0,0.0,0.0,2082.711669921875,0.0,0.0,0.0,0.0,0,0.0,0.0,329.95166015625,0.0,0.0,0.0,0.0,0,0.0,0.0,48.37130355834961,0.0,0.0,74.274,1.127
2024-11-15 11:00:00,1.5141613483428955,3374.85546875,2308.71875,961.814208984375,0.0,0.0,0,0.0,0.0,1360.13916015625,962.927490234375,0.0,0.0,0.06111111119389534,0,0.0,0.0,210.90943908691406,116.00555419921875,0.0,0.0,0.07397221773862839,0,0.0,0.0,31.432170867919922,15.733404159545898,0.0,74.399,1.298
2024-11-15 11:15:00,1.557957410812378,3710.833251953125,3127.38671875,1117.824462890625,0.0,58.68290710449219,0,0.0,0.0,0.0,3062.156005859375,0.0,0.0,27.175556182861328,0,0.0,0.0,0.0,364.4094543457031,0.0,0.0,7.19474983215332,0,0.0,0.0,0.0,48.985443115234375,0.0,74.399,1.298
2024-11-15 11:30:00,1.6035065650939941,3961.64013671875,3082.343505859375,1021.3927612304688,0.0,0.0,0,0.0,0.0,0.0,3082.584716796875,0.0,0.0,0.801111102104187,0,0.0,0.0,0.0,367.35333251953125,0.0,0.0,0.25347933173179626,0,0.0,0.0,0.0,49.09000015258789,0.0,74.399,1.298
2024-11-15 11:45:00,1.6551556587219238,4300.97802734375,3104.63330078125,1115.4962158203125,0.0,0.0,0,0.0,0.0,0.0,3103.9755859375,0.0,0.0,0.0,0,0.0,0.0,0.0,368.73834228515625,0.0,0.0,0.01929347962141037,0,0.0,0.0,0.0,49.087554931640625,0.0,74.399,1.298
2024-11-15 12:00:00,1.7126411199569702,4657.02197265625,3151.060546875,1143.80908203125,0.0,0.0,0,0.0,0.0,0.0,3137.7548828125,0.0,0.0,0.0,0,0.0,0.0,0.0,371.2466735839844,0.0,0.0,0.007065217476338148,0,0.0,0.0,0.0,49.12392044067383,0.0,74.267,0.627
2024-11-15 12:15:00,1.772060513496399,5055.5107421875,3215.7578125,1202.42822265625,0.0,0.0,0,0.0,0.0,0.0,3166.4130859375,0.0,0.0,0.0,0,0.0,0.0,0.0,373.6288757324219,0.0,0.0,3.698671571328305e-05,0,0.0,0.0,0.0,49.172950744628906,0.0,74.267,0.627
2024-11-15 12:30:00,1.8323463201522827,5482.08251953125,3205.4150390625,1227.925537109375,0.0,0.0,0,0.0,0.0,0.0,3162.6015625,0.0,0.0,0.0,0,0.0,0.0,0.0,372.1560974121094,0.0,0.0,0.0,0,0.0,0.0,0.0,49.17607498168945,0.0,74.267,0.627
2024-11-15 12:45:00,1.894248127937317,5936.3583984375,3197.70947265625,1253.7032470703125,0.0,0.0,0,0.0,0.0,0.0,3172.696533203125,0.0,0.0,0.0,0,0.0,0.0,0.0,372.0177917480469,0.0,0.0,0.0,0,0.0,0.0,0.0,49.17919921875,0.0,74.267,0.627
2024-11-15 13:00:00,1.947393774986267,6307.17333984375,3526.975830078125,1252.5588989257812,0.0,0.0,0,0.0,338.30804443359375,0.0,3186.818359375,0.0,0.0,0.0,0,0.0,38.92166519165039,0.0,371.3155517578125,0.0,0.0,0.0,0,0.0,10.395086288452148,0.0,49.18220138549805,0.0,76.848,0.369
2024-11-15 13:15:00,1.954558253288269,6321.75244140625,4847.15283203125,1226.3673095703125,0.0,0.0,0,0.0,1670.945068359375,0.0,3176.65478515625,0.0,0.0,0.0,0,0.0,186.7994384765625,0.0,370.2626037597656,0.0,0.0,0.0,0,0.0,49.291664123535156,0.0,49.184268951416016,0.0,76.848,0.369
2024-11-15 13:30:00,1.9491227865219116,6303.53564453125,4833.60205078125,1190.1837158203125,0.0,0.0,0,0.0,1662.8770751953125,0.0,3172.0625,0.0,0.0,0.0,0,0.0,187.7899932861328,0.0,371.4218444824219,0.0,0.0,0.0,0,0.0,49.297916412353516,0.0,49.1861457824707,0.0,76.848,0.369
2024-11-15 13:45:00,1.9459947347640991,6285.318359375,4839.71484375,1191.71142578125,0.0,0.0,0,0.0,1660.84521484375,0.0,3181.859375,0.0,0.0,0.0,0,0.0,188.38221740722656,0.0,372.86334228515625,0.0,0.0,0.0,0,0.0,49.30416488647461,0.0,49.188018798828125,0.0,76.848,0.369
2024-11-15 14:00:00,1.9395967721939087,6259.06787109375,4829.1640625,1181.04052734375,0.0,0.0,0,0.0,1654.0994873046875,0.0,3175.6142578125,0.0,0.0,0.0,0,0.0,188.43011474609375,0.0,376.439453125,0.0,0.0,0.0,0,0.0,49.31035232543945,0.0,49.19009017944336,0.0,68.193,0.394
2024-11-15 14:15:00,1.9355700016021729,6203.48681640625,4776.25439453125,1138.4825439453125,0.0,0.0,0,0.0,1656.1390380859375,0.0,3120.335205078125,0.0,0.0,0.0,0,0.0,188.94654846191406,0.0,378.5527648925781,0.0,0.0,0.0,0,0.0,49.313636779785156,0.0,49.193626403808594,0.0,68.193,0.394
2024-11-15 14:30:00,1.9282320737838745,6145.212890625,4749.765625,1129.16748046875,0.0,0.0,0,0.0,1644.5509033203125,0.0,3106.902587890625,0.0,0.0,0.0,0,0.0,189.23036193847656,0.0,378.6655578613281,0.0,0.0,0.0,0,0.0,49.31534194946289,0.0,49.19746398925781,0.0,68.193,0.394
2024-11-15 14:45:00,1.920681118965149,6084.89013671875,4808.4169921875,1141.781494140625,0.0,664.3070678710938,0,0.0,1262.205810546875,0.0,2893.76123046875,0.0,0.0,75.7955551147461,0,0.0,144.02407836914062,0.0,364.05389404296875,0.0,0.0,10.574390411376953,0,0.0,38.08356857299805,0.0,48.82094955444336,0.0,68.193,0.394
2024-11-15 15:00:00,1.8956897258758545,5956.99609375,5221.22021484375,1177.4110107421875,0.0,3394.778564453125,0,0.0,295.37542724609375,0.0,1543.7049560546875,0.0,0.0,370.211669921875,0,0.0,36.97639083862305,0.0,223.62889099121094,0.0,0.0,49.51845169067383,0,0.0,9.770709037780762,0.0,36.7258186340332,0.0,62.931,0.507
2024-11-15 15:15:00,1.8734244108200073,5799.896484375,5003.0478515625,1093.662353515625,0.0,3460.63525390625,0,0.0,1543.00146484375,0.0,0.0,0.0,0.0,379.5433349609375,0,0.0,189.4449920654297,0.0,0.0,0.0,0.0,49.81658172607422,0,0.0,49.301029205322266,0.0,0.0,0.0,62.931,0.507
2024-11-15 15:30:00,1.8884787559509277,5888.0888671875,2960.434326171875,828.3009643554688,0.0,1425.221435546875,0,0.0,1561.6055908203125,0.0,0.0,0.0,0.0,154.87554931640625,0,0.0,188.93960571289062,0.0,0.0,0.0,0.0,20.205665588378906,0,0.0,49.31007385253906,0.0,0.0,0.0,62.931,0.507
2024-11-15 15:45:00,1.9474890232086182,6351.744140625,3679.70849609375,1383.5823974609375,325.17938232421875,0.0,0,3230.9521484375,95.47984313964844,0.0,0.0,0.0,38.77730178833008,0.0,0,353.6755676269531,9.441778182983398,0.0,0.0,0.0,10.679274559020996,0.0072777774184942245,0,48.270362854003906,2.6465187072753906,0.0,0.0,0.0,62.931,0.507
2024-11-15 16:00:00,1.955788254737854,6388.39501953125,4897.31103515625,1260.9786376953125,1594.963134765625,0.0,0,3255.258544921875,0.0,0.0,0.0,0.0,181.65663146972656,0.0,0,365.03277587890625,0.0,0.0,0.0,0.0,49.275779724121094,0.004777777474373579,0,48.882083892822266,0.0,0.0,0.0,0.0,49.447,0.838
2024-11-15 16:15:00,1.9483349323272705,6323.2861328125,4840.2646484375,1144.957275390625,1591.1781005859375,0.0,0,3207.413818359375,0.0,0.0,0.0,0.0,182.31900024414062,0.0,0,367.55999755859375,0.0,0.0,0.0,0.0,49.273277282714844,0.002277777763083577,0,48.88520812988281,0.0,0.0,0.0,0.0,49.447,0.838
2024-11-15 16:30:00,1.9377312660217285,6258.13232421875,4808.06494140625,1136.8624267578125,1587.8681640625,0.0,0,3202.1953125,0.0,0.0,0.0,0.0,182.4365692138672,0.0,0,368.54962158203125,0.0,0.0,0.0,0.0,49.27077865600586,0.00021126543288119137,0,48.88833236694336,0.0,0.0,0.0,0.0,49.447,0.838
2024-11-15 16:45:00,1.9272303581237793,6176.87353515625,4774.76416015625,1112.4322509765625,1585.1268310546875,0.0,0,3191.0068359375,0.0,0.0,0.0,0.0,183.1699981689453,0.0,0,369.9698181152344,0.0,0.0,0.0,0.0,49.26834487915039,0.0,0,48.89262390136719,0.0,0.0,0.0,0.0,49.447,0.838
2024-11-15 17:00:00,1.9149218797683716,6082.61376953125,4764.64453125,1096.9013671875,1582.1602783203125,0.0,0,3183.62744140625,0.0,0.0,0.0,0.0,183.70562744140625,0.0,0,370.4666748046875,0.0,0.0,0.0,0.0,49.26836395263672,0.0,0,48.898250579833984,0.0,0.0,0.0,0.0,51.634,0.906
2024-11-15 17:15:00,1.9020370244979858,5989.1904296875,4740.71826171875,1091.7562255859375,1582.8994140625,0.0,0,3156.9931640625,0.0,0.0,0.0,0.0,183.8748321533203,0.0,0,371.03778076171875,0.0,0.0,0.0,0.0,49.26961135864258,0.0,0,48.903873443603516,0.0,0.0,0.0,0.0,51.634,0.906
2024-11-15 17:30:00,1.889849066734314,5898.28759765625,4729.67578125,1091.51611328125,1576.6300048828125,0.0,0,3154.1162109375,0.0,0.0,0.0,0.0,183.73233032226562,0.0,0,372.5177917480469,0.0,0.0,0.0,0.0,49.2708625793457,0.0,0,48.90950012207031,0.0,0.0,0.0,0.0,51.634,0.906
2024-11-15 17:45:00,1.877888798713684,5809.2802734375,4721.52978515625,1091.3751220703125,1575.544921875,0.0,0,3145.68017578125,0.0,0.0,0.0,0.0,184.42872619628906,0.0,0,371.91473388671875,0.0,0.0,0.0,0.0,49.272064208984375,0.0,0,48.910743713378906,0.0,0.0,0.0,0.0,51.634,0.906
2024-11-15 18:00:00,1.8681316375732422,5751.59912109375,4704.6259765625,1118.475341796875,1567.4332275390625,0.0,0,3138.881103515625,0.0,0.0,0.0,0.0,184.07127380371094,0.0,0,372.62249755859375,0.0,0.0,0.0,0.0,49.271636962890625,0.0,0,48.90699768066406,0.0,0.0,0.0,0.0,47.127,4.719
2024-11-15 18:15:00,1.8609403371810913,5705.57861328125,4686.6796875,1125.6494140625,1558.4886474609375,0.0,0,3125.132568359375,0.0,0.0,0.0,0.0,184.55133056640625,0.0,0,373.054443359375,0.0,0.0,0.0,0.0,49.270389556884766,0.0,0,48.90324783325195,0.0,0.0,0.0,0.0,47.127,4.719
2024-11-15 18:30:00,1.8543145656585693,5659.55810546875,4664.31640625,1120.05859375,1557.314208984375,0.0,0,3107.293212890625,0.0,0.0,0.0,0.0,184.4549560546875,0.0,0,372.8316650390625,0.0,0.0,0.0,0.0,49.26913833618164,0.0,0,48.899497985839844,0.0,0.0,0.0,0.0,47.127,4.719
2024-11-15 18:45:00,1.8497570753097534,5615.23974609375,4647.44970703125,1117.5440673828125,1556.1868896484375,0.0,0,3091.281494140625,0.0,0.0,0.0,0.0,184.52566528320312,0.0,0,373.88519287109375,0.0,0.0,0.0,0.0,49.267913818359375,0.0,0,48.89545822143555,0.0,0.0,0.0,0.0,47.127,4.719
2024-11-15 19:00:00,1.8485455513000488,5601.8330078125,4616.353515625,1140.681640625,1553.8448486328125,0.0,0,3064.0234375,0.0,0.0,0.0,0.0,184.3498077392578,0.0,0,374.3659362792969,0.0,0.0,0.0,0.0,49.26750183105469,0.0,0,48.891082763671875,0.0,0.0,0.0,0.0,46.897,13.573
2024-11-15 19:15:00,1.8485455513000488,5599.93310546875,4603.97314453125,1149.0933837890625,1552.5513916015625,0.0,0,3052.130126953125,0.0,0.0,0.0,0.0,184.2648162841797,0.0,0,374.3723449707031,0.0,0.0,0.0,0.0,49.26750183105469,0.0,0,48.8867073059082,0.0,0.0,0.0,0.0,46.897,13.573
2024-11-15 19:30:00,1.8485455513000488,5598.03271484375,4585.53466796875,1144.4832763671875,1547.3199462890625,0.0,0,3036.014404296875,0.0,0.0,0.0,0.0,184.20962524414062,0.0,0,375.1904296875,0.0,0.0,0.0,0.0,49.26750183105469,0.0,0,48.8823356628418,0.0,0.0,0.0,0.0,46.897,13.573
2024-11-15 19:45:00,1.848598837852478,5597.7568359375,4547.6943359375,1136.647705078125,1535.3548583984375,0.0,0,3013.096435546875,0.0,0.0,0.0,0.0,184.41983032226562,0.0,0,375.4466552734375,0.0,0.0,0.0,0.0,49.26749038696289,0.0,0,48.882633209228516,0.0,0.0,0.0,0.0,46.897,13.573
